Id,Dwelling Type,Lot Frontage,Lot Area,Land Contour,Neighborhood,Location Condition,Overall Quality,Overall Cond,Year Built,Masonry/Veneer Area,Basement Finished Area,Basement Unfinished Area,1st Floor Area,2nd Floor Area,Total Area,Bedrooms Above Grade,Kitchen Qual,Total Rooms Above Grade,Fireplaces,Garage Finish,Garage Cars,Sale Condition,Sale Price,Porch Area,Full Bathrooms,Half Bathrooms,Bathrooms,Pool,Extra Kitchens,Baths per Bedroom,dt_1-1/2 STORY ALL AGES,dt_1-STORY 1945 & OLDER,dt_1-STORY PUD,dt_2 FAMILY CONVERSION,dt_2-1/2 STORY ALL AGES,dt_2-STORY 1945 & OLDER,dt_2-STORY 1946 & NEWER,dt_2-STORY PUD,dt_DUPLEX,dt_SPLIT FOYER,dt_SPLIT OR MULTI-LEVEL,lc_Banked,lc_Depression,lc_Hillside,nh_Bloomington Heights,nh_Bluestem,nh_Briardale,nh_Brookside,nh_Clear Creek,nh_College Creek,nh_Crawford,nh_Edwards,nh_Gilbert,nh_Iowa DOT and Rail Road,nh_Meadow Village,nh_Mitchell,nh_Northpark Villa,nh_Northridge,nh_Northridge Heights,nh_Northwest Ames,nh_Old Town,nh_Sawyer,nh_Sawyer West,nh_Somerset,nh_South & West of Iowa State,nh_Stone Brook,nh_Timberland,nh_Veenker,locc_Adjacent Arterial St,locc_Adjacent Feeder St,locc_Adjacent Pos Feature,locc_Adjacent Railroad,locc_Near Pos Feature,locc_Near Railroad,sc_Abnormal Sale,sc_Allocation,sc_Home not complete,sc_Sale within Family,gf_Finished,gf_Rough Finished,gf_Unfinished,Kitchen Quality Num
901,1-STORY 1946 & NEWER,0,7340,Level,North Ames,Normal,4,6,1971,0,322,536,858,0,858,2,Average,4,0,Unfinished,1,Normal Sale,110000,0,1,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
902,1-STORY 1946 & NEWER,64,8712,Level,North Ames,Normal,5,7,1957,0,860,132,1306,0,1306,2,Average,5,0,Unfinished,1,Normal Sale,153000,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
903,2-STORY 1946 & NEWER,63,7875,Level,Gilbert,Normal,7,5,2003,0,0,783,807,702,1509,3,Good,8,1,Finished,2,Normal Sale,180000,75,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
904,1-STORY 1946 & NEWER,50,14859,Hillside,Gilbert,Normal,7,5,2006,27,0,1670,1670,0,1670,3,Good,7,1,Rough Finished,3,Home was not completed when last assessed (associated with New Homes),240000,204,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3
905,1-STORY 1946 & NEWER,0,6173,Level,Sawyer,Normal,5,6,1967,75,599,277,902,0,902,3,Average,6,0,Unfinished,1,Normal Sale,125500,0,1,0,1,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
906,1-STORY 1946 & NEWER,80,9920,Level,North Ames,Normal,5,5,1954,110,354,412,1063,0,1063,3,Average,6,0,Rough Finished,1,Normal Sale,128000,164,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
907,1-STORY 1946 & NEWER,116,13501,Level,Somerset,Normal,8,5,2006,208,63,1560,1636,0,1636,3,Good,8,1,Rough Finished,3,Normal Sale,255000,60,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
908,1-1/2 STORY ALL AGES,86,11500,Level,Crawford,Normal,7,7,1936,0,223,794,1020,1037,2057,3,Good,6,1,Finished,1,Normal Sale,250000,322,1,1,1.5,0,0,0.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
909,1-STORY 1946 & NEWER,0,8885,Depression,Mitchell,Normal,5,5,1983,0,301,239,902,0,902,2,Average,5,0,Unfinished,2,Normal Sale,131000,164,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
910,2-STORY 1946 & NEWER,149,12589,Level,Gilbert,Normal,6,5,2005,0,0,742,742,742,1484,3,Good,8,1,Finished,2,Normal Sale,174000,60,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
911,DUPLEX,80,11600,Level,North Ames,Adjacent Feeder St,5,5,1960,361,443,662,1105,1169,2274,5,Average,12,0,Unfinished,2,Normal Sale,154300,0,2,0,2,0,1,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2
912,1-STORY 1946 & NEWER,0,9286,Level,College Creek,Normal,5,7,1977,0,196,1072,1268,0,1268,3,Good,5,0,Unfinished,1,Normal Sale,143500,173,1,1,1.5,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
913,1-STORY 1945 & OLDER,51,6120,Level,Brookside,Normal,5,7,1925,0,489,279,1015,0,1015,3,Average,6,0,Unfinished,1,"Abnormal Sale -  trade, foreclosure, short sale",88000,232,1,0,1,0,0,0.333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
914,DUPLEX,82,6270,Hillside,Crawford,Normal,5,6,1949,0,284,717,1001,1001,2002,4,Average,8,0,Unfinished,3,Normal Sale,145000,0,2,0,2,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
915,2-STORY PUD,30,3000,Level,Somerset,Normal,6,5,2009,76,294,318,612,612,1224,2,Good,4,0,Rough Finished,2,Home was not completed when last assessed (associated with New Homes),173733,234,2,1,2.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3
916,2-STORY PUD,21,2001,Level,Meadow Village,Normal,4,5,1970,80,0,546,546,546,1092,3,Average,6,0,Unfinished,1,Normal Sale,75000,0,1,1,1.5,0,0,0.333333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
917,1-STORY 1946 & NEWER,50,9000,Level,Iowa DOT and Rail Road,Normal,2,3,1949,0,50,430,480,0,480,1,Average,4,0,Unfinished,1,"Abnormal Sale -  trade, foreclosure, short sale",35311,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
918,1-STORY 1946 & NEWER,0,17140,Level,Edwards,Normal,4,6,1956,0,1059,75,1229,0,1229,3,Average,6,0,Rough Finished,1,Normal Sale,135000,0,1,0,1,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
919,2-STORY 1946 & NEWER,103,13125,Level,Sawyer West,Normal,7,5,1991,0,48,422,912,1215,2127,4,Good,8,1,Rough Finished,3,Normal Sale,238000,488,3,1,3.5,0,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
920,1-STORY 1946 & NEWER,87,11029,Level,North Ames,Normal,6,8,1958,0,528,245,1414,0,1414,3,Average,6,1,Unfinished,2,Normal Sale,176500,241,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
921,2-STORY 1946 & NEWER,70,8462,Level,Sawyer West,Normal,6,5,1994,105,814,114,936,785,1721,3,Good,7,0,Rough Finished,2,Normal Sale,201000,387,2,2,3,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
922,DUPLEX,67,8777,Level,Edwards,Adjacent Feeder St,5,7,1900,0,1084,188,1272,928,2200,4,Average,9,0,No Garage,0,Normal Sale,145900,70,4,2,5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
923,1-STORY 1946 & NEWER,65,10237,Level,Gilbert,Adjacent Railroad,6,5,2005,0,28,1288,1316,0,1316,3,Good,6,1,Finished,2,Home was not completed when last assessed (associated with New Homes),169990,123,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3
924,1-STORY PUD,50,8012,Level,Sawyer West,Normal,6,5,1993,0,165,598,1617,0,1617,2,Good,5,1,Rough Finished,2,Normal Sale,193000,69,3,0,3,0,0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
925,1-STORY 1946 & NEWER,79,10240,Level,Northwest Ames,Normal,6,6,1980,157,625,0,1686,0,1686,3,Average,7,1,Unfinished,2,Normal Sale,207500,515,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
926,1-STORY 1946 & NEWER,0,15611,Level,Northwest Ames,Normal,5,6,1977,0,767,266,1126,0,1126,3,Excellent,6,0,Rough Finished,2,"Abnormal Sale -  trade, foreclosure, short sale",175000,180,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4
927,2-STORY 1946 & NEWER,93,11999,Level,Northridge Heights,Normal,8,5,2003,340,0,1181,1234,1140,2374,4,Excellent,10,1,Finished,3,Normal Sale,285000,204,2,1,2.5,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
928,2-STORY 1946 & NEWER,0,9900,Level,Northwest Ames,Adjacent Feeder St,7,5,1968,342,552,280,1098,880,1978,4,Average,9,1,Rough Finished,2,Normal Sale,176000,43,2,1,2.5,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
929,1-STORY 1946 & NEWER,0,11838,Level,College Creek,Normal,8,5,2001,0,0,1753,1788,0,1788,3,Excellent,7,1,Rough Finished,2,Normal Sale,236500,353,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
930,2-STORY 1946 & NEWER,0,13006,Level,Gilbert,Normal,7,5,1997,285,0,964,993,1243,2236,4,Good,8,1,Finished,2,Normal Sale,222000,0,2,1,2.5,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
931,1-STORY 1946 & NEWER,73,8925,Hillside,Timberland,Normal,8,5,2007,0,16,1450,1466,0,1466,3,Good,7,0,Finished,3,Normal Sale,201000,118,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
932,1-STORY 1946 & NEWER,70,9100,Level,North Ames,Normal,5,6,1965,0,338,121,925,0,925,2,Average,5,0,Unfinished,1,Normal Sale,117500,0,1,1,1.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
933,1-STORY 1946 & NEWER,84,11670,Level,Somerset,Near Railroad,9,5,2006,302,0,1905,1905,0,1905,3,Excellent,8,1,Finished,3,Normal Sale,320000,191,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4
934,1-STORY 1946 & NEWER,63,8487,Level,College Creek,Normal,7,5,2004,210,20,1480,1500,0,1500,3,Good,6,0,Rough Finished,2,Normal Sale,190000,228,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
935,1-STORY 1946 & NEWER,313,27650,Hillside,North Ames,Adjacent Pos Feature,7,7,1960,0,425,160,2069,0,2069,4,Good,9,1,Rough Finished,2,Normal Sale,242000,0,3,0,3,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3
936,1-STORY 1945 & OLDER,52,5825,Level,Brookside,Normal,4,5,1926,108,0,600,747,0,747,1,Average,5,0,Unfinished,2,Normal Sale,79900,32,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
937,1-STORY 1946 & NEWER,67,10083,Level,Sawyer West,Normal,7,5,2003,0,833,343,1200,0,1200,2,Good,5,0,Rough Finished,2,Normal Sale,184900,41,3,0,3,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
938,2-STORY 1946 & NEWER,75,9675,Level,Somerset,Normal,7,5,2005,0,341,772,1113,858,1971,3,Good,8,1,Rough Finished,2,Normal Sale,253000,48,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
939,2-STORY 1946 & NEWER,73,8760,Level,College Creek,Normal,7,5,2006,0,464,927,1391,571,1962,3,Good,7,0,Rough Finished,3,Home was not completed when last assessed (associated with New Homes),239799,90,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3
940,2-STORY 1945 & OLDER,0,24090,Level,Clear Creek,Normal,7,7,1940,0,0,1032,1207,1196,2403,4,Average,10,2,Unfinished,1,Normal Sale,244400,374,2,0,2,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
941,DUPLEX,55,12640,Level,Mitchell,Normal,6,5,1976,0,936,396,1728,0,1728,4,Average,8,0,Unfinished,2,Normal Sale,150900,40,2,0,2,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
942,2-STORY 1946 & NEWER,0,8755,Level,Gilbert,Near Railroad,7,5,1999,298,772,220,1022,1038,2060,3,Good,8,1,Rough Finished,2,Normal Sale,214000,168,3,1,3.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
944,DUPLEX,100,25000,Depression,Mitchell,Normal,5,4,1967,0,0,1632,1632,0,1632,4,Average,8,0,Unfinished,2,Normal Sale,143000,0,2,0,2,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
946,1-1/2 STORY ALL AGES,98,8820,Level,Old Town,Normal,5,6,1890,0,1088,0,1188,561,1749,2,Average,7,0,Unfinished,2,Normal Sale,124900,292,1,0,1,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
947,SPLIT OR MULTI-LEVEL,70,8163,Level,North Ames,Normal,5,6,1959,128,748,102,1144,0,1144,3,Average,6,1,Rough Finished,1,Normal Sale,143000,86,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
948,1-STORY 1946 & NEWER,85,14536,Level,Timberland,Normal,8,5,2002,236,1300,316,1629,0,1629,3,Good,9,1,Finished,3,Normal Sale,270000,252,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
949,2-STORY 1946 & NEWER,65,14006,Level,College Creek,Normal,7,5,2002,144,0,936,936,840,1776,3,Good,7,1,Rough Finished,2,Normal Sale,192500,240,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
950,1-STORY 1946 & NEWER,78,9360,Level,Northwest Ames,Normal,6,7,1972,0,982,179,1381,0,1381,3,Good,5,1,Rough Finished,2,Normal Sale,197500,0,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
951,1-STORY 1946 & NEWER,60,7200,Level,North Ames,Normal,5,8,1950,0,398,317,864,0,864,3,Good,5,0,Rough Finished,2,Normal Sale,129000,194,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
952,1-STORY 1946 & NEWER,60,7800,Level,Sawyer West,Normal,5,5,1965,0,641,187,965,0,965,3,Average,6,0,Unfinished,1,"Abnormal Sale -  trade, foreclosure, short sale",119900,421,2,0,2,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
953,SPLIT FOYER,60,7200,Level,College Creek,Normal,5,8,1972,0,660,108,768,0,768,2,Average,5,0,Finished,1,Normal Sale,133900,192,1,1,1.5,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
954,2-STORY 1946 & NEWER,0,11075,Level,Mitchell,Normal,5,4,1969,232,562,29,1168,800,1968,4,Average,7,1,Rough Finished,2,Normal Sale,172000,494,2,2,3,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
956,DUPLEX,82,7136,Hillside,Crawford,Normal,6,6,1946,423,484,495,979,979,1958,4,Average,8,0,Unfinished,2,Normal Sale,145000,0,2,0,2,0,1,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
957,2-STORY PUD,24,1300,Level,Bluestem,Normal,6,6,1980,0,285,276,561,668,1229,2,Average,5,1,Finished,2,Normal Sale,124000,150,1,1,1.5,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
958,1-STORY 1946 & NEWER,70,7420,Level,Sawyer,Normal,5,5,1962,0,417,640,1057,0,1057,3,Average,6,0,Finished,2,Normal Sale,132000,0,1,0,1,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
959,1-STORY 1946 & NEWER,65,8450,Level,College Creek,Normal,7,5,2003,0,699,638,1337,0,1337,3,Good,6,0,Rough Finished,2,Normal Sale,185000,39,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
960,2-STORY PUD,24,2572,Level,Somerset,Normal,7,5,1999,0,604,92,696,720,1416,3,Good,6,0,Unfinished,2,Normal Sale,155000,44,3,1,3.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
961,1-STORY 1946 & NEWER,50,7207,Level,Brookside,Normal,5,7,1958,0,696,162,858,0,858,2,Average,4,0,No Garage,0,Normal Sale,116500,117,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
962,2-STORY 1946 & NEWER,0,12227,Level,Northwest Ames,Near Pos Feature,6,7,1977,424,896,434,1542,1330,2872,4,Average,11,1,Finished,2,Normal Sale,272000,832,3,1,3.5,0,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
963,2-STORY PUD,24,2308,Level,Northpark Villa,Normal,6,6,1976,0,556,248,804,744,1548,3,Good,7,1,Unfinished,2,Normal Sale,155000,48,3,1,3.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
964,1-STORY 1946 & NEWER,122,11923,Level,College Creek,Normal,9,5,2007,0,0,1800,1800,0,1800,2,Excellent,7,0,Finished,2,Normal Sale,239000,424,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
965,2-STORY 1946 & NEWER,80,11316,Level,Timberland,Normal,7,5,2002,44,624,193,824,1070,1894,4,Good,8,1,Finished,2,Normal Sale,214900,40,3,1,3.5,0,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
966,2-STORY 1946 & NEWER,65,10237,Level,Gilbert,Adjacent Railroad,6,5,2005,0,0,783,783,701,1484,3,Good,8,1,Finished,2,Home was not completed when last assessed (associated with New Homes),178900,72,2,1,2.5,0,0,0.666666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3
967,1-1/2 STORY ALL AGES,130,9600,Hillside,Crawford,Normal,5,7,1940,0,428,300,976,332,1308,2,Average,7,2,Unfinished,1,Normal Sale,160000,70,2,1,2.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
